1 SEDAN TYPE SALES JAN JUL 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,CATEGORY
SEDAN TYPE,CC < 1.500 [G/D],HONDA,All New City,1.497,CVT,G,40,-,-,16 x 6J,120,2.6,4442 x 1694 x 1477,5,4X2,FF,-,4,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],HONDA,All New Civic,1.5,CVT,G,57,1.285,-,-,141,2.7,4542 x 1755 x 1435,5,4X2,FF,-,4,4,CBU,Thailand,-,3,-,-,-,-,-,-,-,-,-,-,0%,0%,3
SEDAN TYPE,CC < 1.500 [G/D],HONDA,New Civic,1.5,CVT,HYBRID,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,Thailand,-,-,-,-,30,36,42,-,-,-,-,-,7%,4%,108
SEDAN TYPE,CC < 1.500 [G/D],AION,AION ES,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,-,-,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],BMW,i7 xDrive60 Limousine RHD AT,0,AT,BEV,-,3.25,-,255/45 R20 105Y; 285/40 R20 108Y,544,3.215,5181 x 2000 x 1835,-,4X4,4WD,-,-,4,CBU,Germany,-,3,6,3,2,4,-,-,-,-,-,-,1%,1%,18
SEDAN TYPE,CC < 1.500 [G/D],BMW,CBU i4 eDrive35 Gran Coupe AT,-,AT,BEV,-,2.545,-,245/40 R19 98Y; 255/40 R19 100Y,286,2.856,4.783 x 1.882 x 1.448,5,4X2,RR,-,5,4,CBU,Germany,-,2,1,2,-,-,2,-,-,-,-,-,0%,0%,7
SEDAN TYPE,CC < 1.500 [G/D],BMW,218 AT,1.499,AT,G,49,1.42,-,-,156,2.67,4546 x 1800 x 1445,5,4X2,FF,-,4,4,CBU,Germany,-,-,-,-,-,13,4,-,-,-,-,-,1%,1%,17
SEDAN TYPE,CC < 1.500 [G/D],BYD,Seal Dynamic,-,-,BEV,-,2,-,"18""Alloy 225/50 R18",-,2.92,4800X1875X1460,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],BYD,Seal Premium Extended Range,-,-,BEV,-,2,-,"19""Alloy 235/45 R19",-,2.92,4800X1875X1460,5,4X2,FF,-,5,4,CBU,China,243,21,134,123,46,1,67,-,-,-,-,-,41%,26%,635
SEDAN TYPE,CC < 1.500 [G/D],BYD,Seal Performance,-,-,BEV,-,2,-,"19""Alloy 235/45 R19",-,2.92,4800X1875X1460,5,4X4,AWD,-,5,4,CBU,China,42,5,100,60,157,-,-,-,-,-,-,-,23%,15%,364
SEDAN TYPE,CC < 1.500 [G/D],HYUNDAI HMID,Ioniq 6,-,AT,BEV,-,1.97,-,205/60/R16,-,2.7,4470 x 1820 x 1475,5,4X2,-,-,5,4,CBU,South Korea,4,56,131,-,-,-,-,-,-,-,-,-,12%,8%,191
SEDAN TYPE,CC < 1.500 [G/D],HYUNDAI HMID,Genesis G80 EV,-,AT,BEV,-,2.265,-,245/45/R19,-,3.01,5005 x 1925 x 1475,5,4X2,-,-,5,4,CBU,South Korea,-,-,-,-,-,2,-,-,-,-,-,-,0%,0%,2
SEDAN TYPE,CC < 1.500 [G/D],MERCEDES BENZ PC,A 200 Sedan (V177),1.332,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],MERCEDES BENZ PC,CLA 200 AMG Line (C118),1.332,AT,G,43,1.95,7,225/45 R18,163,2.729,"4,695 x 1,999 x 1430",5,4X2,FF,-,4,4,CBU,-,1,2,1,-,-,-,1,-,-,-,-,-,0%,0%,5
SEDAN TYPE,CC < 1.500 [G/D],MERCEDES BENZ PC,AMG CLA 45 S (C118),1.332,AT,G,43,1.95,7,225/45 R18,163,2.729,"4,695 x 1,999 x 1430",5,4X4,AWD,-,4,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],MERCEDES BENZ PC,C 200 AVA Line (W206),1.496,AT,G,66,-,9,-,254,-,-,4,4X2,FR,-,4,4,CKD,INA,-,5,12,10,13,29,30,-,-,-,-,-,6%,4%,99
SEDAN TYPE,CC < 1.500 [G/D],MAZDA,Mazda 2 Sedan,1.496,AT,G,44,-,-,185/60R16,111,2.57,4340 x 1695 x 1479,5,4X2,FF,-,4,4,CBU,Thailand,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,CC < 1.500 [G/D],MORRIS GARAGE,5 GT Activate 1.5L,1.498,CVT,G,45,1.233,-,205/55 R16,114,2.68,4675 x 1842 x 1473,5,4X2,FF,8,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,CC < 1.500 [G/D],MORRIS GARAGE,5 GT Ignite 1.5L,1.498,CVT,G,45,1.233,-,215/50 R17,114,2.68,4675 x 1842 x 1473,5,4X2,FF,8,5,4,CBU,Thailand,10,2,3,1,2,1,7,-,-,-,-,-,2%,1%,26
SEDAN TYPE,CC < 1.500 [G/D],MORRIS GARAGE,5 GT Magnify 1.5L,1.498,CVT,G,45,1.233,-,215/50 R17,114,2.68,4675 x 1842 x 1480,5,4X2,FF,8,5,4,CBU,Thailand,-,-,2,1,-,1,3,-,-,-,-,-,0%,0%,7
SEDAN TYPE,CC < 1.500 [G/D],MORRIS GARAGE,Cyberster,-,AT,BEV,-,-,-,245/40 R20,543,2.689,4533 x 1912 x 1328,-,4X4,AWD,-,2,4,CBU,China,-,5,2,-,1,-,-,-,-,-,-,-,1%,0%,8
SEDAN TYPE,CC < 1.500 [G/D],TOYOTA,VIOS 1.5 G AT FMC,15--,AT,G,42,1-8-,-,195/5- R16,1-9 / 6---,255-,441-X17--X1475,5,4X2,FF,-,4,4,CKD,INA,6,37,3,1,19,4,2,-,-,-,-,-,5%,3%,72
SEDAN TYPE,CC < 1.500 [G/D],TOTAL,VIOS 1.5 G AT FMC,15--,AT,G,42,1-8-,-,195/5- R16,1-9 / 6---,255-,441-X17--X1475,5,4X2,FF,-,4,4,CKD,INA,307,141,395,201,270,91,158,-,-,-,-,-,100%,63%,1.563
SEDAN TYPE,CC < 1.500 [G/D],CUMULATIVE,VIOS 1.5 G AT FMC,15--,AT,G,42,1-8-,-,195/5- R16,1-9 / 6---,255-,441-X17--X1475,5,4X2,FF,-,4,4,CKD,INA,307,448,843,1.044,1.314,1.405,1.563,-,-,-,-,-,100%,63%,1.563
SEDAN TYPE,CC < 1.500 [G/D],CUMULATIVE,VIOS 1.5 G AT FMC,15--,AT,G,42,1-8-,-,195/5- R16,1-9 / 6---,255-,441-X17--X1475,5,4X2,FF,-,4,4,CKD,INA,307,448,843,1.044,1.314,1.405,1.563,-,-,-,-,-,100%,63%,1.563
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",AUDI,A5 2.0 TFSI,1.984,AT,G,63,1.465,3.778,255/35/R18,211,2.81,4625 x 1884 x 1372,5,4X4,4WD,-,2,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",AUDI,A5 2.0 TFSI A/T SB,1.984,AT,G,54,1.49,-,245/40/R18,190,2.824,4757 x 1843 x 1386,5,4X2,FF,241,5,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",AUDI,A4 2.0 TFSI A/T,1.984,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,Germany,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,218i Gran Coupe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,1,-,-,-,-,-,-,-,-,1%,0%,10
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,220i Coupe AT,1.998,AT,G,52,1.965,-,225/45 R18 95Y; 255/40 R18 99Y,184,2.741,4537 x 1838 x 1390,-,4X2,FR,-,-,4,CBU,Germany,-,1,1,-,-,-,-,-,-,-,-,-,0%,0%,2
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,320i CKD AT,1.998,AT,G,59,2.05,-,225/45 R18 95Y,184,2.851,4709x1827x1435,-,4X2,FR,-,-,4,CKD,INA,1,-,14,5,28,1,-,-,-,-,-,-,5%,2%,49
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,330i CKD B7 AT,1.998,AT,G,59,2.08,-,225/40 R19 93Y; 255/35 R19 96Y,258,2.851,4713 x 1827 x 1440,5,4X2,FR,-,4,4,CKD,INA,-,2,-,2,30,3,3,-,-,-,-,-,4%,2%,40
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,330I 62FY A/T,1.998,AT,G,59,1.6,-,5/40 R19 93 Y XL;255/40 R18 99 Y X,245,2851,4713 x 1827 x 1440,5,4X2,FR,-,5,4,CBU,Germany,-,-,-,-,30,3,3,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,M2 Coupe RHD MX AT,2.993,AT,G,52,2.155,-,275/35 ZR19 100Y; 285/30 ZR20 99Y,460,2.747,4580 x 1887 x 1403,-,4X2,FR,-,-,4,CBU,Germany,2,5,3,4,1,-,8,-,-,-,-,-,3%,1%,23
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,M3 Competition M xDrive T AT,2.993,AT,G,59,2.37,-,275/35 ZR19 100Y; 285/30 ZR20 99Y,510,2.857,4801 x 1903 x 1446,-,4X4,4WD,-,-,4,CBU,Germany,1,8,2,1,-,1,1,-,-,-,-,-,2%,1%,14
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,M4 CS A/T,2.993,AT,G,-,1.754,-,275/35 ZR19 100Y;285/30 ZR20 99Y,551,2.857,4801 x 1918 x 1399,4,4X4,-,-,2,4,CBU,Germany,-,3,-,-,1,-,2,-,-,-,-,-,1%,0%,6
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,430i Convertible AT,1.998,AT,G,-,-,-,-,-,-,4768 x 1852 x 1384,-,4X2,AWD,-,-,4,CBU,-,-,2,2,2,9,1,4,-,-,-,-,-,2%,1%,20
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,430i AT,1.998,AT,G,59,1545,-,5/50 R17 98 Y XL;225/50 R17 98 Y X,245,2851,4768 x 1852 x 1383,4,4X2,FR,-,2,4,CBU,Germany,-,1,1,1,7,1,7,-,-,-,-,-,2%,1%,18
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,M4 Convertible Competition M xDrive 32HK AT,2.993,AT,G,-,-,-,-,-,-,4801 x 1887 x 1398,-,4X4,AWD,-,-,4,CBU,-,-,-,-,-,4,5,2,-,-,-,-,-,1%,0%,11
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,M4 Coupe Competition M xDrive 42BA AT,2.993,AT,G,-,-,-,-,-,-,4801 x 1887 x 1399,-,4X4,AWD,-,-,4,CBU,-,1,1,1,-,1,-,-,-,-,-,-,-,0%,0%,4
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,520i G60 CKD AT,1.998,AT,G,60,2.335,-,-,190,2.995,5060 x1 900 x 1515,5,4X2,FR,-,-,4,CKD,INA,1,29,17,4,24,1,5,-,-,-,-,-,9%,3%,81
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,530e,-,-,PHEV,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,Germany,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,520i,1.998,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,4,CBU,Germany,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,i5 eDrive40,-,AT,BEV,-,2.74,-,245/40 R20 99Y;275/35 R20 102Y,340,2.995,5.075 x 1.900 x 1.515,5,4X2,-,-,4,4,CBU,Germany,-,-,-,6,2,3,4,-,-,-,-,-,2%,1%,15
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,i5 M60 xDrive A/T,-,AT,BEV,-,2.305,-,/45 R19 102 Y XL;275/40 R19 105 Y,601,2995,5060 x 1900 x 1505,5,4X4,AWD,-,4,4,CBU,Germany,1,-,-,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,i5 eDrive40 (12HH) A/T,-,AT,BEV,-,2.18,-,55/35 R21 101 Y XL;275/40 R19 105,340,2995,5060 x 1900 x 1515,5,4X2,FR,-,5,4,CBU,Germany,-,-,1,-,1,1,3,-,-,-,-,-,1%,0%,6
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,735i Limousine RHD A/T,2.998,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,0%,0%,3
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,735i Limousine RHD AT,2.998,AT,G,-,-,-,-,-,-,-,-,4X2,-,-,-,-,-,-,1,5,13,7,12,7,19,-,-,-,-,-,7%,3%,64
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,Z4 sDrive30i AT,1.998,AT,G,52,1.74,-,255/40 ZR18 95Y; 275/40 ZR18 99Y,258,2.47,4324x1864x1304,-,4X2,FR,-,2,4,CBU,Germany,-,-,-,-,-,2,-,-,-,-,-,-,0%,0%,2
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",BMW,Z4 M40i AT,2.998,AT,G,52,1.86,-,255/35 ZR19 96Y; 275/35 ZR19 100Y,387,2.47,4324 x 1864 x 1304,-,4X2,FR,-,-,4,CBU,Germany,-,12,1,1,1,-,2,-,-,-,-,-,2%,1%,17
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]","HONDA
HYUNDAI HMID",Civic Type R,2,MT,G,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,UK,-,-,2,2,-,-,1,-,-,-,-,-,1%,0%,5
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]","HONDA
HYUNDAI HMID",Genesis G80,2.5,AT,G,65,2.265,-,245/45/R19,-,3.01,5005 x 1925 x 1475,5,4X2,-,-,5,4,CBU,South Korea,-,-,-,-,-,1,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",LEXUS,ES 300 h,2.494,AT,HYBRID,65,-,-,215 / 55 R17,202 / 5700,2.82,4900X1820X1450,4,4X2,FR,-,4,4,CBU,Japan,-,-,6,4,4,3,2,-,-,-,-,-,2%,1%,19
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MAZDA,MX 5 RF AT,1.999,AT,G,50,-,3.863,205/45R17,160,2.33,4020 x 1720 x 1255,2,4X2,FF,-,4,4,CBU,Japan,-,5,2,8,2,1,1,-,-,-,-,-,2%,1%,19
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MAZDA,New MX 5 RF MT,1.999,MT,G,50,-,3.863,205/45R17,160,2.33,4020 x 1720 x 1255,2,4X2,FF,-,4,4,CBU,Japan,-,1,-,1,1,1,-,-,-,-,-,-,0%,0%,4
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MAZDA,Mazda 3 Sedan,1.998,AT,G,51,-,-,215/45R18,155,2.725,"4,660 x 1,795 x 1,440",5,4X2,FF,-,5,4,CBU,Japan,1,3,4,3,3,-,-,-,-,-,-,-,2%,1%,14
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MAZDA,Mazda 6 Elite Sedan,2.488,AT,G,64,-,4.056,225/45R19,187,2.83,4865 x 1840 x 1450,5,4X2,FF,-,4,4,CBU,Japan,2,4,-,-,1,2,1,-,-,-,-,-,1%,0%,10
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),2,AT,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,5,-,-,2,2,-,-,-,-,-,-,1%,0%,9
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,A 200,1.991,AT,G,41,2.03,7,225/50 R17,184,2.84,"4,686 x 2,020 x 1,442",5,4X2,FR,-,4,4,CKD,INA,2,2,-,1,-,-,-,-,-,-,-,-,1%,0%,5
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,E 300 AMG,1.991,AT,G,66,2.295,9,"245/40, 275/35 R19",258,2.939,"4,702 x 2,065 x 1,452",5,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,1,1,-,-,-,-,-,0%,0%,2
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,E 300 AVA,1.991,AT,G,66,2.395,9,245/45 R18,258,2.939,"4,686 x 2,065 x 1,468",5,4X2,FR,-,4,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,S 450,2.996,AT,G,80,2.7,9,"245/45, 275/40 R19",367,3.165,"5,255 x 2,130 x 1,494",5,4X2,FR,-,4,4,CKD,INA,1,2,2,5,1,4,3,-,-,-,-,-,2%,1%,18
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,EQE 350 (V295),-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FR,-,5,4,CBU,-,-,3,-,1,1,3,-,-,-,-,-,-,1%,0%,8
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,EQS 450+ (V297),-,AT,BEV,-,-,9,245/45 R18,204,2.84,"4,702 x 2,020 x 1,457",5,4X2,FR,-,5,4,CBU,-,-,-,1,-,1,-,1,-,-,-,-,-,0%,0%,3
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,C 300 AMG Line (W206),1.998,AT,G,66,-,-,-,-,-,-,4,4X2,FR,-,4,4,CKD,INA,2,3,1,-,5,2,18,-,-,-,-,-,3%,1%,31
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),1.998,-,-,-,-,-,-,-,-,-,-,4X2,-,-,4,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),1.991,AT,G,66,-,9,-,500,-,-,4,4X4,4WD,-,4,4,CBU,-,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,E 200 (W214) CKD,1.998,AT,G,66,-,9,-,204,-,-,4,4X2,RR,-,4,4,CKD,INA,26,24,14,6,1,17,4,-,-,-,-,-,10%,4%,92
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,E 300 (W214) CKD,1.998,AT,G,66,-,9,-,258,-,-,4,4X2,RR,-,4,4,CKD,INA,2,6,9,3,11,4,16,-,-,-,-,-,6%,2%,51
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,AMG SL 43,1.999,AT,G,-,-,9,-,-,-,-,4,4X2,FR,-,4,4,CBU,-,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",MERCEDES-BENZ PC,CLE 300,1.999,AT,G,-,-,-,-,-,-,-,4,4X4,4WD,-,4,4,CBU,-,-,2,-,-,-,1,-,-,-,-,-,-,0%,0%,3
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",SUBARU,BRZ 2.4 MT (ZD8),2.387,AT,G,50,1.67,-,215/40 R18,237,2.575,"4,265 x 1,775 x 1,310",4,4X2,FR,-,2,4,CBU,Japan,-,-,1,8,-,5,2,-,-,-,-,-,2%,1%,16
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",SUBARU,BRZ 2.4 AT ES (ZD8),2.387,AT,G,50,1.7,-,215/40 R18,237,2.575,"4,265 x 1,775 x 1,310",4,4X2,FR,-,2,4,CBU,Japan,2,4,16,1,-,-,-,-,-,-,-,-,3%,1%,23
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",SUBARU,WRX SEDAN 2.4 MT (VBH),2.387,MT,G,63,1.556,-,245/40 R18,275,2.675,"4,670 x 1,825 x 1,465",5,4X4,4WD,-,4,4,CBU,Japan,-,1,1,1,-,-,-,-,-,-,-,-,0%,0%,3
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",SUBARU,WRX SEDAN 2.4 MT tS (VBH),2.387,MT,G,63,-,-,245/35 R19,275,2.675,"4,670 x 1,825 x 1,465",5,4X4,4WD,-,4,4,CBU,Japan,-,-,-,-,3,6,1,-,-,-,-,-,1%,0%,10
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),2.387,CVT,G,63,1.625,-,245/40 R18,275,2.675,"4,670 x 1,825 x 1,465",5,4X4,4WD,-,4,4,CBU,Japan,3,1,7,-,1,-,1,-,-,-,-,-,1%,1%,13
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,18--,AT,G,55,127-,5,21545R17,151 / 64--,27--,462-X1776X146-,5,4X2,FF,-,4,4,CBU,Thailand,-,-,3,1,6,6,3,-,-,-,-,-,2%,1%,19
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,1.8,AT,HYBRID,55,1.27,5,21545R17,151 / 6400,2.7,4620X1776X1460,5,4X2,FF,-,4,4,CBU,Thailand,-,1,1,-,3,5,5,-,-,-,-,-,2%,1%,15
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",TOYOTA,All New Camry 2.5 V 2021,2.5,AT,G,70,1.465,3.815,215/55R17,181 / 6000,2.775,4825X1825X1470,5,4X2,FF,-,4,4,CBU,Thailand,-,-,1,-,-,-,-,-,-,-,-,-,0%,0%,1
SEDAN TYPE,"CC 1.501 - 3.000 [G]
/ 2.500 [D]",TOYOTA,All New Camry 2.5 Hev 2021,2.494,CVT,HYBRID,65,1.625,3.542,235/45 R18,156.6 /5700,2.775,4885X1840X1445,5,4X2,FF,5,4,4,CBU,Thailand,-,-,15,10,43,28,18,-,-,-,-,-,12%,5%,114
