1 SEDAN TYPE SALES JAN JUL 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,CATEGORY
4X2 TYPE,CC < 1.500 [G/D],SUZUKI,Grand Vitara GX AT,1.462,AT,G,42,2.085,4.875,175/70 R13,79,1.97,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,116,125,68,83,69,33,36,-,-,-,-,-,0%,0%,530
4X2 TYPE,CC < 1.500 [G/D],SUZUKI,Grand Vitara 2TONE GX AT,1.462,AT,G,42,2.085,4.875,175/70 R13,79,1.97,3875 X 1570 X 1915,3,4X2,FR,-,2,4,CBU,India,135,121,109,93,130,130,121,-,-,-,-,-,0%,0%,839
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Agya 1.2 G M/T FMC 2023,1.197,MT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,1.458,747,231,218,775,538,437,-,-,-,-,-,2%,2%,4.404
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Agya 1.2 Gr Cvt Mi 2025,1.197,CVT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,4,3,-,1,4,-,-,-,-,-,0%,0%,12
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Agya 1.2 Gr-S Cvt Fmc 2023,1.197,CVT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,32,-,8,8,6,3,6,-,-,-,-,-,0%,0%,63
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Agya 1.2 Gr-S M/T Fmc 2023,1.197,MT,G,33,-,4.485,175/65R14,88 / 6000,-,3830X1665X1505,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,6,1,1,-,-,-,-,-,0%,0%,8
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Avanza 1.3 AT Transmover,1.298,AT,G,45,1.085,5.571,185/70R14,92 / 6000,2.655,4140X1660X1695,7,4X2,FR,4,5,4,CKD,INA,-,97,556,234,163,246,432,-,-,-,-,-,1%,1%,1.728
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Avanza 1.3 E 2021,1.298,MT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,868,696,674,375,599,244,572,-,-,-,-,-,2%,2%,4.028
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Avanza 1.3 E Cvt 2021,1.298,AT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,342,460,735,366,477,246,429,-,-,-,-,-,2%,1%,3.055
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Avanza 1.5 G 2021,1.495,MT,G,45,1.085,4.875,185/65R15,104 / 6000,2.655,4140X1660X1695,7,4X2,FF,5,5,4,CKD,INA,388,687,1.53,737,936,731,639,-,-,-,-,-,3%,2%,5.648
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Avanza 1.5 G CVT 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,889,835,1.574,883,1.185,1.165,1.276,-,-,-,-,-,4%,3%,7.807
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Veloz 1.5 2021,1.497,MT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,155,254,70,267,185,173,139,-,-,-,-,-,1%,0%,1.243
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Veloz 1.5 CVT 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,44,48,39,17,40,23,18,-,-,-,-,-,0%,0%,229
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Veloz 1.5 Q Cvt 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,527,704,599,376,855,702,626,-,-,-,-,-,2%,2%,4.389
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,All New Veloz 1.5 Q Cvt Tss 2021,1.497,AT,G,-,-,-,185/60 R15,107 / 6000,-,4235X1695X1690,7,4X2,FF,5,5,4,CKD,INA,139,121,85,73,112,159,91,-,-,-,-,-,0%,0%,780
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,RAIZE 1.0T G One Tone New 2021,998,MT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,51,101,11,44,22,29,22,-,-,-,-,-,0%,0%,280
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,RAIZE 1.0T G CVT One Tone New 2021,998,CVT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,125,121,82,90,143,21,63,-,-,-,-,-,0%,0%,645
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,RAIZE 1.0T G CVT Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,RAIZE 1.0T GR CVT One Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,231,198,147,137,258,63,132,-,-,-,-,-,1%,0%,1.166
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,RAIZE 1.0T GR CVT Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,237,293,223,64,238,159,102,-,-,-,-,-,1%,1%,1.316
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Raize 1.0T Gr Tss Cvt Two Tone New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,35,42,12,29,54,11,25,-,-,-,-,-,0%,0%,208
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Raize 1.2T G New 2021,998,MT,G,36,1.68,5.462,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,36,11,5,15,11,12,22,-,-,-,-,-,0%,0%,112
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Raize 1.2T G CVT New 2021,998,CVT,G,36,1.68,5.105,235/60R16,98 / 6000,2.525,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,393,390,302,217,328,324,196,-,-,-,-,-,1%,1%,2.15
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Rush  1.5 G AT,1.496,AT,G,45,1.2,5.857,215/65R16,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Rush1.5 GR Sport 2021,1.496,MT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Rush 1.5 GR Sport AT 2021,1.496,AT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Rush 1.5 G Imp 2024,1.496,MT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,192,254,140,149,135,96,170,-,-,-,-,-,1%,0%,1.136
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Rush 1.5 Gr Sport A/T Imp 2024,1.496,AT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1.306,1.408,781,478,939,929,1.022,-,-,-,-,-,4%,3%,6.863
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Rush 1.5 Gr Sport Imp 2024,1.496,MT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,1.737,1.211,1.057,1.17,1.228,1.218,1.051,-,-,-,-,-,5%,3%,8.672
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,Rush 1.5 G A/T IMP 2024,1.496,AT,G,45,1.2,5.857,215/60R17,104 / 6000,2.685,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,97,287,149,221,129,112,157,-,-,-,-,-,1%,0%,1.152
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris 1.5 GR Sport CVT 3 Airbag 2023,1.496,AT,G,42,1.055,4.058,195/50R16,107 / 6000,2.55,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,26,6,5,8,13,13,12,-,-,-,-,-,0%,0%,83
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris 1.5 GR Sport CVT 7 Airbag 2023,1.496,AT,G,42,1.075,4.237,195/50R16,107 / 6000,2.55,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,1,2,-,2,6,3,5,-,-,-,-,-,0%,0%,19
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 G,1.496,MT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,4,-,3,-,-,-,-,-,0%,0%,7
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 G Cvt,1.496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,18,3,-,3,-,1,2,-,-,-,-,-,0%,0%,27
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Cvt Tss,1.496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,4,2,-,1,1,3,4,-,-,-,-,-,0%,0%,15
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Gr Cvt Tss,1.496,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,25,24,21,11,9,7,13,-,-,-,-,-,0%,0%,110
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Hv Gr Cvt Tss,1.496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,96,62,81,69,102,60,47,-,-,-,-,-,0%,0%,517
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Hv Gr Cvt Tss Premium Color,1.496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,122,282,128,73,101,107,138,-,-,-,-,-,0%,0%,951
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Hv Cvt Tss,1.496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,4,8,60,17,78,42,79,-,-,-,-,-,0%,0%,288
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,New Yaris Cross 1.5 S Hv Cvt Tss Premium Color,1.496,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,5,-,8,2,7,9,10,-,-,-,-,-,0%,0%,41
4X2 TYPE,CC < 1.500 [G/D],TOYOTA,BZ4X EV,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,4,4,1,-,-,9,13,-,-,-,-,-,0%,0%,31
4X2 TYPE,CC < 1.500 [G/D],VOLKSWAGEN,Polo 1.2 GT TSI AT,1.2,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],VOLKSWAGEN,T-Cross 1.0 TSI AT,999,AT,G,50,-,-,205/55 R17,115,2.651,"4,221X1,760X1,612",5,4X2,FF,-,5,4,CBU,India,-,1,1,-,-,-,-,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],VOLKSWAGEN,Tiguan Allspace 1.4 TSI AT,1.4,AT,G,64,1.51,3.949,25/55/R17,150,2.604,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CKD,INA,4,5,3,5,-,1,9,-,-,-,-,-,0%,0%,27
4X2 TYPE,CC < 1.500 [G/D],VOLKSWAGEN,ID.BUZZ LWB EV AT,91 kWh,AT,-,-,-,-,-,-,-,-,7,4X2,FR,-,5,4,CBU,Germany,-,-,15,-,55,36,8,-,-,-,-,-,0%,0%,114
4X2 TYPE,CC < 1.500 [G/D],VOLVO CARS,XC40 Plugin Hybrid,1.477,AT,PHEV,48,2.65,-,235/50 R19; 255/45 R19,-,2.702,4440X1863X1652,5,4X2,FF,185,5,4,CBU,Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],VOLVO CARS,EX30 Plus Electric Vehicles,-,AT,BEV,-,2.216,-,225/55 R18,-,2.65,4233X1838X1550,5,4X2,FR,185,5,4,CBU,China,-,2,-,3,3,-,1,-,-,-,-,-,0%,0%,9
4X2 TYPE,CC < 1.500 [G/D],VOLVO CARS,EX30 Ultra Electric Vehicles,-,AT,BEV,-,2.216,-,245/45 R19,-,2.65,4233X1838X1550,5,4X4,FR,185,5,4,CBU,China,-,1,2,2,-,2,2,-,-,-,-,-,0%,0%,9
4X2 TYPE,CC < 1.500 [G/D],WULING,Confero S 1.5,1.5,MT,G,42,-,5,195/60 R15,107,2.72,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,308,201,96,72,104,43,61,-,-,-,-,-,0%,0%,885
4X2 TYPE,CC < 1.500 [G/D],WULING,Confero S 1.5C,1.5,MT,G,42,-,5,195/60 R15,107,2.72,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,1,-,-,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],WULING,Confero S 1.5L,1.5,MT,G,42,-,5,195/60 R15,107,2.72,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,2,1,-,-,-,-,-,-,-,-,-,-,0%,0%,3
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5S T CVT,1.5,AT,G,52,-,4.058,205/55 R16,129,2.75,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,1,-,-,-,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5S T MT,1.5,MT,G,52,-,4.058,205/55 R16,129,2.75,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,1,-,-,30,3,4,-,-,-,-,-,0%,0%,38
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5 CE,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,-,-,1,-,-,5,12,-,-,-,-,-,0%,0%,18
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5 EX,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,25,53,191,27,50,29,27,-,-,-,-,-,0%,0%,402
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5S MT,1.5,MT,G,52,-,4.058,205/55 R16,129,2.75,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],WULING,Cortez 1.5C MT,1.5,MT,G,52,-,4.058,205/55 R16,129,2.75,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,4,3,-,-,-,-,-,-,-,-,-,-,0%,0%,7
4X2 TYPE,CC < 1.500 [G/D],WULING,Formo 1.2 BV,1.2,MT,G,42,-,5,195/60 R15,107,2.72,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,1,18,-,-,28,-,1,-,-,-,-,-,0%,0%,48
4X2 TYPE,CC < 1.500 [G/D],WULING,Formo 1.2,1.2,MT,G,42,-,5,195/60 R15,107,2.72,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,20,40,19,2,9,-,-,-,-,-,0%,0%,90
4X2 TYPE,CC < 1.500 [G/D],WULING,Air EV Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,49,2,9,-,-,-,-,-,-,-,-,-,0%,0%,60
4X2 TYPE,CC < 1.500 [G/D],WULING,Air EV Lite 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],WULING,Air EV Standard Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,2,-,-,-,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],WULING,Air EV Long Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,85,10,-,4,-,2,-,-,-,-,-,-,0%,0%,101
4X2 TYPE,CC < 1.500 [G/D],WULING,New Air ev Lite 200KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,60,12,47,25,27,26,-,-,-,-,-,0%,0%,197
4X2 TYPE,CC < 1.500 [G/D],WULING,New Air ev Lite 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,280,224,288,288,314,142,-,-,-,-,-,1%,1%,1.536
4X2 TYPE,CC < 1.500 [G/D],WULING,New Air ev Pro 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,194,226,210,106,33,116,-,-,-,-,-,0%,0%,885
4X2 TYPE,CC < 1.500 [G/D],WULING,Binguo 333 KM AC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,1,-,1,5,2,1,65,-,-,-,-,-,0%,0%,75
4X2 TYPE,CC < 1.500 [G/D],WULING,Binguo 333 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,16,6,68,78,208,33,45,-,-,-,-,-,0%,0%,454
4X2 TYPE,CC < 1.500 [G/D],WULING,Binguo 410 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,130,169,399,172,-,-,-,-,-,-,-,-,0%,0%,870
4X2 TYPE,CC < 1.500 [G/D],WULING,New Binguo Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,350,-,-,-,-,-,0%,0%,350
4X2 TYPE,CC < 1.500 [G/D],WULING,New Binguo Pro,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,15,-,-,-,-,-,0%,0%,15
4X2 TYPE,CC < 1.500 [G/D],WULING,Cloud 460 KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,58,100,11,1,-,-,-,-,-,-,-,-,0%,0%,170
4X2 TYPE,CC < 1.500 [G/D],WULING,New Cloud Pro,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,360,188,58,248,14,139,-,-,-,-,-,1%,0%,1.007
4X2 TYPE,CC < 1.500 [G/D],WULING,New Cloud Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,67,97,171,11,142,-,-,-,-,-,0%,0%,488
4X2 TYPE,CC < 1.500 [G/D],WULING,Alvez 1.5 SE,1.5,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,37,53,114,12,34,8,21,-,-,-,-,-,0%,0%,279
4X2 TYPE,CC < 1.500 [G/D],WULING,Alvez 1.5 CE,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,34,54,46,49,31,34,12,-,-,-,-,-,0%,0%,260
4X2 TYPE,CC < 1.500 [G/D],WULING,Alvez 1.5 EX,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,63,39,76,25,134,39,43,-,-,-,-,-,0%,0%,419
4X2 TYPE,CC < 1.500 [G/D],WULING,New Almaz RS Pro,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,11,15,38,8,3,1,8,-,-,-,-,-,0%,0%,84
4X2 TYPE,CC < 1.500 [G/D],WULING,Almaz 1.5L,1.5,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],WULING,Almaz 1.5E+ T CVT,1.5,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],WULING,Almaz RS 1.5T Pro,1.5,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,28,5,13,-,-,-,-,-,-,-,-,-,0%,0%,46
4X2 TYPE,CC < 1.500 [G/D],XPENG,G6 Air CKD (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],XPENG,X9 Standard Range Pro (4x2) A/T,-,AT,BEV,-,-,-,-,-,3.16,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,11,-,-,-,-,-,0%,0%,11
4X2 TYPE,CC < 1.500 [G/D],XPENG,X9 Long Range Pro (4x2) A/T,-,AT,BEV,-,-,-,-,-,3.16,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,17,-,-,-,-,-,0%,0%,17
4X2 TYPE,CC < 1.500 [G/D],XPENG,X9 Long Range Pro+ (4x2) A/T,-,AT,BEV,-,-,-,-,-,3.16,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,20,-,-,-,-,-,0%,0%,20
4X2 TYPE,CC < 1.500 [G/D],XPENG,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,27,-,-,-,-,-,0%,0%,27
4X2 TYPE,CC < 1.500 [G/D],TOTAL,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,25.352,30.591,32.708,21.272,26.845,26.494,27.42,-,-,-,-,-,100%,77%,190.682
4X2 TYPE,CC < 1.500 [G/D],CUMULATIVE,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,25.352,55.943,88.651,109.923,136.768,163.262,190.682,-,-,-,-,-,100%,77%,190.682
4X2 TYPE,CC < 1.500 [G/D],CUMULATIVE,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,25.352,55.943,88.651,109.923,136.768,163.262,190.682,-,-,-,-,-,100%,77%,190.682
(4X2) CC 1.501 -  2.500 [G/D] ...,CC < 1.500 [G/D],CUMULATIVE,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,25.352,55.943,88.651,109.923,136.768,163.262,190.682,-,-,-,-,-,100%,77%,190.682
2,CC < 1.500 [G/D],CUMULATIVE,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2.89,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,25.352,55.943,88.651,109.923,136.768,163.262,190.682,-,-,-,-,-,100%,77%,190.682
